"MASS","PLUM","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","KOOI","DAG","MAAND","JAAR","WEEKNR","CODE","DATE","jdate","PTOT"
109,3,5,5,5,5,5,5,5,4,1,0,"4",24,10,2006,43,"k183",2006-10-24,296,40
108,2,5,5,5,5,5,5,5,5,3,1,"4",31,10,2006,44,"k183",2006-10-31,303,44
109,1,5,5,5,5,5,5,5,5,4,3,"4",7,11,2006,45,"k183",2006-11-07,310,47
105,1,5,5,5,5,5,5,5,5,5,3,"4",14,11,2006,46,"k183",2006-11-14,317,48
105,1,0,0,0,0,0,0,0,0,0,0,"4",28,11,2006,48,"k183",2006-11-28,331,0
111,1,0,0,0,0,0,0,0,0,0,0,"4",5,12,2006,49,"k183",2006-12-05,338,0
116,1,0,0,0,0,0,0,0,0,0,0,"4",19,12,2006,51,"k183",2006-12-19,352,0
112,1,0,0,0,0,0,0,0,0,0,0,"4",2,1,2007,1,"k183",2007-01-02,1,0
112,1,5,5,5,5,5,5,5,5,5,5,"4",8,1,2007,2,"k183",2007-01-08,7,50
107,1,0,0,0,0,0,0,0,0,0,0,"4",16,1,2007,3,"k183",2007-01-16,15,0
114,2,0,0,0,0,0,0,0,0,0,0,"4",23,1,2007,4,"k183",2007-01-23,22,0
112,2,0,0,0,0,0,0,0,0,0,0,"4",30,1,2007,5,"k183",2007-01-30,29,0
109,2,0,0,0,0,0,0,0,0,0,0,"4",6,2,2007,6,"k183",2007-02-06,36,0
106,2,0,0,0,0,0,0,0,0,0,0,"4",12,2,2007,7,"k183",2007-02-12,42,0
103,2,0,0,0,0,0,0,0,0,0,0,"4",27,2,2007,9,"k183",2007-02-27,57,0
97,2,0,0,0,0,0,0,0,0,0,0,"4",13,3,2007,11,"k183",2007-03-13,71,0
102,2,0,0,0,0,0,0,0,0,0,0,"4",20,3,2007,12,"k183",2007-03-20,78,0
100,4,0,0,0,0,0,0,0,0,0,0,"4",27,3,2007,13,"k183",2007-03-27,85,0
107,4,0,0,0,0,0,0,0,0,0,0,"4",3,4,2007,14,"k183",2007-04-03,92,0
111,5,0,0,0,0,0,0,0,0,0,0,"4",10,4,2007,15,"k183",2007-04-10,99,0
117,5,0,0,0,0,0,0,0,0,0,0,"4",17,4,2007,16,"k183",2007-04-17,106,0
124,5,0,0,0,0,0,0,0,0,0,0,"4",1,5,2007,18,"k183",2007-05-01,120,0
138,6,0,0,0,0,0,0,0,0,0,0,"4",8,5,2007,19,"k183",2007-05-08,127,0
145,5,0,0,0,0,0,0,0,0,0,0,"4",15,5,2007,20,"k183",2007-05-15,134,0
157,6,0,0,0,0,0,0,0,0,0,0,"4",22,5,2007,21,"k183",2007-05-22,141,0
164,5,0,0,0,0,0,0,0,0,0,0,"4",29,5,2007,22,"k183",2007-05-29,148,0
159,6,0,0,0,0,0,0,0,0,0,0,"4",5,6,2007,23,"k183",2007-06-05,155,0
159,6,0,0,0,0,0,0,0,0,0,0,"4",12,6,2007,24,"k183",2007-06-12,162,0
154,6,0,0,0,0,0,0,0,0,0,0,"4",19,6,2007,25,"k183",2007-06-19,169,0
125,6,0,0,0,0,0,0,0,0,0,0,"4",26,6,2007,26,"k183",2007-06-26,176,0
100,6,0,0,0,0,0,0,0,0,0,0,"4",3,7,2007,27,"k183",2007-07-03,183,0
101,5,0,0,0,0,0,0,0,0,0,0,"4",10,7,2007,28,"k183",2007-07-10,190,0
110,6,0,0,0,0,0,0,0,0,0,0,"4",17,7,2007,29,"k183",2007-07-17,197,0
107,6,1,0,0,0,0,0,0,0,0,0,"4",24,7,2007,30,"k183",2007-07-24,204,1
106,5,1,2,1,0,0,0,0,0,0,0,"4",31,7,2007,31,"k183",2007-07-31,211,4
107,4,3,4,3,2,2,0,0,0,0,0,"4",7,8,2007,32,"k183",2007-08-07,218,14
107,3,5,5,5,4,2,1,0,0,0,0,"4",14,8,2007,33,"k183",2007-08-14,225,22
109,2,5,5,5,5,4,2,0,0,0,0,"4",21,8,2007,34,"k183",2007-08-21,232,26
105,2,5,5,5,5,5,4,1,0,0,0,"4",28,8,2007,35,"k183",2007-08-28,239,30
106,1,5,5,5,5,5,5,4,1,0,0,"4",4,9,2007,36,"k183",2007-09-04,246,35
102,2,5,5,5,5,5,5,5,3,1,0,"4",11,9,2007,37,"k183",2007-09-11,253,39
99,1,5,5,5,5,5,5,5,4,2,0,"4",18,9,2007,38,"k183",2007-09-18,260,41
103,1,5,5,5,5,5,5,5,5,3,1,"4",25,9,2007,39,"k183",2007-09-25,267,44
101,1,5,5,5,5,5,5,5,5,4,3,"4",2,10,2007,40,"k183",2007-10-02,274,47
98,1,5,5,5,5,5,5,5,5,5,3,"4",9,10,2007,41,"k183",2007-10-09,281,48
107,1,5,5,5,5,5,5,5,5,5,4,"4",16,10,2007,42,"k183",2007-10-16,288,49
103,1,5,5,5,5,5,5,5,5,5,5,"4",23,10,2007,43,"k183",2007-10-23,295,50
105,1,5,5,5,5,5,5,5,5,5,5,"4",30,10,2007,44,"k183",2007-10-30,302,50
105,1,5,5,5,5,5,5,5,5,5,5,"4",6,11,2007,45,"k183",2007-11-06,309,50
113,1,5,5,5,5,5,5,5,5,5,5,"4",20,11,2007,47,"k183",2007-11-20,323,50
113,1,5,5,5,5,5,5,5,5,5,5,"4",4,12,2007,49,"k183",2007-12-04,337,50
112,1,5,5,5,5,5,5,5,5,5,5,"4",12,12,2007,50,"k183",2007-12-12,345,50
110,1,5,5,5,5,5,5,5,5,5,5,"4",19,12,2007,51,"k183",2007-12-19,352,50
112,1,5,5,5,5,5,5,5,5,5,5,"4",25,12,2007,52,"k183",2007-12-25,358,50
112,1,5,5,5,5,5,5,5,5,5,5,"4",22,1,2008,4,"k183",2008-01-22,21,50
111,1,5,5,5,5,5,5,5,5,5,5,"4",29,1,2008,5,"k183",2008-01-29,28,50
111,1,5,5,5,5,5,5,5,5,5,5,"4",5,2,2008,6,"k183",2008-02-05,35,50
109,1,0,0,0,0,0,0,0,0,0,0,"4",12,2,2008,7,"k183",2008-02-12,42,0
107,1,0,0,0,0,0,0,0,0,0,0,"4",19,2,2008,8,"k183",2008-02-19,49,0
107,1,0,0,0,0,0,0,0,0,0,0,"4",26,2,2008,9,"k183",2008-02-26,56,0
105,2,0,0,0,0,0,0,0,0,0,0,"4",4,3,2008,10,"k183",2008-03-04,63,0
101,2,0,0,0,0,0,0,0,0,0,0,"4",18,3,2008,12,"k183",2008-03-18,77,0
102,3,0,0,0,0,0,0,0,0,0,0,"4",25,3,2008,13,"k183",2008-03-25,84,0
104,4,0,0,0,0,0,0,0,0,0,0,"4",1,4,2008,14,"k183",2008-04-01,91,0
102,5,0,0,0,0,0,0,0,0,0,0,"4",8,4,2008,15,"k183",2008-04-08,98,0
99,5,0,0,0,0,0,0,0,0,0,0,"4",15,4,2008,16,"k183",2008-04-15,105,0
109,6,0,0,0,0,0,0,0,0,0,0,"4",22,4,2008,17,"k183",2008-04-22,112,0
129,5,0,0,0,0,0,0,0,0,0,0,"4",29,4,2008,18,"k183",2008-04-29,119,0
139,6,0,0,0,0,0,0,0,0,0,0,"4",6,5,2008,19,"k183",2008-05-06,126,0
141,6,0,0,0,0,0,0,0,0,0,0,"4",13,5,2008,20,"k183",2008-05-13,133,0
162,6,0,0,0,0,0,0,0,0,0,0,"4",20,5,2008,21,"k183",2008-05-20,140,0
159,6,0,0,0,0,0,0,0,0,0,0,"4",27,5,2008,22,"k183",2008-05-27,147,0
164,6,0,0,0,0,0,0,0,0,0,0,"4",3,6,2008,23,"k183",2008-06-03,154,0
159,6,0,0,0,0,0,0,0,0,0,0,"4",10,6,2008,24,"k183",2008-06-10,161,0
155,6,0,0,0,0,0,0,0,0,0,0,"4",17,6,2008,25,"k183",2008-06-17,168,0
135,6,0,0,0,0,0,0,0,0,0,0,"4",24,6,2008,26,"k183",2008-06-24,175,0
113,6,0,0,0,0,0,0,0,0,0,0,"4",1,7,2008,27,"k183",2008-07-01,182,0
98,6,0,0,0,0,0,0,0,0,0,0,"4",8,7,2008,28,"k183",2008-07-08,189,0
106,6,0,0,0,0,0,0,0,0,0,0,"4",15,7,2008,29,"k183",2008-07-15,196,0
103,6,1,1,1,0,0,0,0,0,0,0,"4",22,7,2008,30,"k183",2008-07-22,203,3
103,6,2,2,2,1,0,0,0,0,0,0,"4",29,7,2008,31,"k183",2008-07-29,210,7
103,4,5,5,4,2,1,0,0,0,0,0,"4",5,8,2008,32,"k183",2008-08-05,217,17
104,3,5,5,5,5,4,2,1,0,0,0,"4",19,8,2008,34,"k183",2008-08-19,231,27
107,3,5,5,5,5,5,4,2,0,0,0,"4",26,8,2008,35,"k183",2008-08-26,238,31
106,2,5,5,5,5,5,5,4,1,0,0,"4",2,9,2008,36,"k183",2008-09-02,245,35
106,2,5,5,5,5,5,5,5,3,1,0,"4",9,9,2008,37,"k183",2008-09-09,252,39
105,1,5,5,5,5,5,5,5,4,2,1,"4",16,9,2008,38,"k183",2008-09-16,259,42
105,1,5,5,5,5,5,5,5,5,4,1,"4",23,9,2008,39,"k183",2008-09-23,266,45
103,1,5,5,5,5,5,5,5,5,4,3,"4",30,9,2008,40,"k183",2008-09-30,273,47
106,1,5,5,5,5,5,5,5,5,5,4,"4",7,10,2008,41,"k183",2008-10-07,280,49
111,1,5,5,5,5,5,5,5,5,5,4,"4",14,10,2008,42,"k183",2008-10-14,287,49
104,1,5,5,5,5,5,5,5,5,5,5,"4",21,10,2008,43,"k183",2008-10-21,294,50
106,1,5,5,5,5,5,5,5,5,5,5,"4",29,10,2008,44,"k183",2008-10-29,302,50
104,1,5,5,5,5,5,5,5,5,5,5,"4",4,11,2008,45,"k183",2008-11-04,308,50
103,1,5,5,5,5,5,5,5,5,5,5,"4",11,11,2008,46,"k183",2008-11-11,315,50
104,1,5,5,5,5,5,5,5,5,5,5,"4",18,11,2008,47,"k183",2008-11-18,322,50
103,1,5,5,5,5,5,5,5,5,5,5,"4",25,11,2008,48,"k183",2008-11-25,329,50
108,1,5,5,5,5,5,5,5,5,5,5,"4",2,12,2008,49,"k183",2008-12-02,336,50
109,1,5,5,5,5,5,5,5,5,5,5,"4",9,12,2008,50,"k183",2008-12-09,343,50
107,1,5,5,5,5,5,5,5,5,5,5,"4",16,12,2008,51,"k183",2008-12-16,350,50
109,1,5,5,5,5,5,5,5,5,5,5,"4",23,12,2008,52,"k183",2008-12-23,357,50
113,1,5,5,5,5,5,5,5,5,5,5,"4",6,1,2009,1,"k183",2009-01-06,5,50
109,1,5,5,5,5,5,5,5,5,5,5,"4",13,1,2009,2,"k183",2009-01-13,12,50
111,1,5,5,5,5,5,5,5,5,5,5,"4",20,1,2009,3,"k183",2009-01-20,19,50
111,1,0,0,0,0,0,0,0,0,0,0,"4",27,1,2009,4,"k183",2009-01-27,26,0
110,1,0,0,0,0,0,0,0,0,0,0,"4",10,2,2009,6,"k183",2009-02-10,40,0
108,1,0,0,0,0,0,0,0,0,0,0,"4",18,2,2009,7,"k183",2009-02-18,48,0
104,1,0,0,0,0,0,0,0,0,0,0,"4",24,2,2009,8,"k183",2009-02-24,54,0
102,1,0,0,0,0,0,0,0,0,0,0,"4",3,3,2009,9,"k183",2009-03-03,61,0
102,1,0,0,0,0,0,0,0,0,0,0,"4",11,3,2009,10,"k183",2009-03-11,69,0
101,1,0,0,0,0,0,0,0,0,0,0,"4",17,3,2009,11,"k183",2009-03-17,75,0
98,1,0,0,0,0,0,0,0,0,0,0,"4",24,3,2009,12,"k183",2009-03-24,82,0
99,2,0,0,0,0,0,0,0,0,0,0,"4",31,3,2009,13,"k183",2009-03-31,89,0
98,2,0,0,0,0,0,0,0,0,0,0,"4",7,4,2009,14,"k183",2009-04-07,96,0
100,3,0,0,0,0,0,0,0,0,0,0,"4",14,4,2009,15,"k183",2009-04-14,103,0
125,4,0,0,0,0,0,0,0,0,0,0,"4",28,4,2009,17,"k183",2009-04-28,117,0
142,4,0,0,0,0,0,0,0,0,0,0,"4",5,5,2009,18,"k183",2009-05-05,124,0
144,5,0,0,0,0,0,0,0,0,0,0,"4",12,5,2009,19,"k183",2009-05-12,131,0
152,5,0,0,0,0,0,0,0,0,0,0,"4",19,5,2009,20,"k183",2009-05-19,138,0
159,5,0,0,0,0,0,0,0,0,0,0,"4",26,5,2009,21,"k183",2009-05-26,145,0
155,5,0,0,0,0,0,0,0,0,0,0,"4",2,6,2009,22,"k183",2009-06-02,152,0
154,5,0,0,0,0,0,0,0,0,0,0,"4",9,6,2009,23,"k183",2009-06-09,159,0
120,5,0,0,0,0,0,0,0,0,0,0,"4",16,6,2009,24,"k183",2009-06-16,166,0
108,4,0,0,0,0,0,0,0,0,0,0,"4",23,6,2009,25,"k183",2009-06-23,173,0
105,7,0,0,0,0,0,0,0,0,0,0,"4",30,6,2009,26,"k183",2009-06-30,180,0
99,6,0,0,0,0,0,0,0,0,0,0,"4",7,7,2009,27,"k183",2009-07-07,187,0
99,4,0,0,0,0,0,0,0,0,0,0,"4",14,7,2009,28,"k183",2009-07-14,194,0
100,5,0,0,0,0,0,0,0,0,0,0,"4",21,7,2009,29,"k183",2009-07-21,201,0
99,4,0,0,0,0,0,0,0,0,0,0,"4",28,7,2009,30,"k183",2009-07-28,208,0
95,4,0,0,0,0,0,0,0,0,0,0,"4",4,8,2009,31,"k183",2009-08-04,215,0
99,4,1,0,0,0,0,0,0,0,0,0,"4",11,8,2009,32,"k183",2009-08-11,222,1
97,3,2,2,1,1,0,0,0,0,0,0,"4",18,8,2009,33,"k183",2009-08-18,229,6
97,5,5,5,4,1,1,0,0,0,0,0,"4",25,8,2009,34,"k183",2009-08-25,236,16
98,3,5,5,5,4,3,1,0,0,0,0,"4",2,9,2009,35,"k183",2009-09-02,244,23
106,3,5,5,5,5,5,5,5,3,1,0,"4",8,9,2009,36,"k183",2009-09-08,250,39
99,3,5,5,5,5,5,4,2,0,0,0,"4",15,9,2009,37,"k183",2009-09-15,257,31
101,2,5,5,5,5,5,5,4,2,0,0,"4",22,9,2009,38,"k183",2009-09-22,264,36
98,2,5,5,5,5,5,5,5,4,2,0,"4",6,10,2009,40,"k183",2009-10-06,278,41
97,2,5,5,5,5,5,5,5,5,3,1,"4",13,10,2009,41,"k183",2009-10-13,285,44
98,2,5,5,5,5,5,5,5,5,4,2,"4",20,10,2009,42,"k183",2009-10-20,292,46
96,2,5,5,5,5,5,5,5,5,5,3,"4",27,10,2009,43,"k183",2009-10-27,299,48
99,2,5,5,5,5,5,5,5,5,5,4,"4",3,11,2009,44,"k183",2009-11-03,306,49
101,2,5,5,5,5,5,5,5,5,5,5,"4",10,11,2009,45,"k183",2009-11-10,313,50
100,2,5,5,5,5,5,5,5,5,5,5,"4",17,11,2009,46,"k183",2009-11-17,320,50
104,2,5,5,5,5,5,5,5,5,5,5,"4",24,11,2009,47,"k183",2009-11-24,327,50
102,2,5,5,5,5,5,5,5,5,5,1,"8",24,11,2009,47,"k183",2009-11-24,327,46
102,3,5,5,5,5,5,5,5,5,5,5,"4",8,12,2009,49,"k183",2009-12-08,341,50
104,2,5,5,5,5,5,5,5,5,5,5,"4",15,12,2009,50,"k183",2009-12-15,348,50
107,1,5,5,5,5,5,5,5,5,5,5,"4",22,12,2009,51,"k183",2009-12-22,355,50
111,2,5,5,5,5,5,5,5,5,5,5,"4",29,12,2009,52,"k183",2009-12-29,362,50
107,2,0,0,0,0,0,0,0,0,0,0,"4",5,1,2010,1,"k183",2010-01-05,4,0
106,2,0,0,0,0,0,0,0,0,0,0,"4",12,1,2010,2,"k183",2010-01-12,11,0
106,2,0,0,0,0,0,0,0,0,0,0,"4",19,1,2010,3,"k183",2010-01-19,18,0
105,2,0,0,0,0,0,0,0,0,0,0,"4",26,1,2010,4,"k183",2010-01-26,25,0
103,2,0,0,0,0,0,0,0,0,0,0,"4",2,2,2010,5,"k183",2010-02-02,32,0
98,2,0,0,0,0,0,0,0,0,0,0,"4",9,2,2010,6,"k183",2010-02-09,39,0
101,2,0,0,0,0,0,0,0,0,0,0,"4",16,2,2010,7,"k183",2010-02-16,46,0
99,2,0,0,0,0,0,0,0,0,0,0,"4",23,2,2010,8,"k183",2010-02-23,53,0
95,2,0,0,0,0,0,0,0,0,0,0,"4",2,3,2010,9,"k183",2010-03-02,60,0
95,2,0,0,0,0,0,0,0,0,0,0,"4",9,3,2010,10,"k183",2010-03-09,67,0
97,2,0,0,0,0,0,0,0,0,0,0,"5",16,3,2010,11,"k183",2010-03-16,74,0
97,2,0,0,0,0,0,0,0,0,0,0,"5",23,3,2010,12,"k183",2010-03-23,81,0
96,2,0,0,0,0,0,0,0,0,0,0,"5",30,3,2010,13,"k183",2010-03-30,88,0
97,2,0,0,0,0,0,0,0,0,0,0,"5",6,4,2010,14,"k183",2010-04-06,95,0
109,2,0,0,0,0,0,0,0,0,0,0,"5",13,4,2010,15,"k183",2010-04-13,102,0
105,2,0,0,0,0,0,0,0,0,0,0,"5",20,4,2010,16,"k183",2010-04-20,109,0
134,2,0,0,0,0,0,0,0,0,0,0,"5",27,4,2010,17,"k183",2010-04-27,116,0
146,2,0,0,0,0,0,0,0,0,0,0,"5",4,5,2010,18,"k183",2010-05-04,123,0
156,3,0,0,0,0,0,0,0,0,0,0,"5",11,5,2010,19,"k183",2010-05-11,130,0
170,2,0,0,0,0,0,0,0,0,0,0,"5",18,5,2010,20,"k183",2010-05-18,137,0
175,2,0,0,0,0,0,0,0,0,0,0,"5",25,5,2010,21,"k183",2010-05-25,144,0
173,3,0,0,0,0,0,0,0,0,0,0,"5",1,6,2010,22,"k183",2010-06-01,151,0
134,2,0,0,0,0,0,0,0,0,0,0,"5",8,6,2010,23,"k183",2010-06-08,158,0
110,2,0,0,0,0,0,0,0,0,0,0,"5",15,6,2010,24,"k183",2010-06-15,165,0
93,2,0,0,0,0,0,0,0,0,0,0,"5",22,6,2010,25,"k183",2010-06-22,172,0
109,3,0,0,0,0,0,0,0,0,0,0,"5",29,6,2010,26,"k183",2010-06-29,179,0
116,2,0,0,0,0,0,0,0,0,0,0,"5",6,7,2010,27,"k183",2010-07-06,186,0
110,2,0,0,0,0,0,0,0,0,0,0,"5",13,7,2010,28,"k183",2010-07-13,193,0
122,2,0,0,0,0,0,0,0,0,0,0,"5",20,7,2010,29,"k183",2010-07-20,200,0
128,2,0,0,0,0,0,0,0,0,0,0,"5",27,7,2010,30,"k183",2010-07-27,207,0
130,2,0,0,0,0,0,0,0,0,0,0,"5",3,8,2010,31,"k183",2010-08-03,214,0
128,2,0,0,0,0,0,0,0,0,0,0,"5",17,8,2010,33,"k183",2010-08-17,228,0
126,2,0,0,0,0,0,0,0,0,0,0,"5",24,8,2010,34,"k183",2010-08-24,235,0
125,2,5,5,5,5,5,5,5,5,5,5,"5",31,8,2010,35,"k183",2010-08-31,242,50
123,2,0,0,0,0,0,0,0,0,0,0,"5",7,9,2010,36,"k183",2010-09-07,249,0
118,2,1,1,1,0,0,0,0,0,0,0,"5",14,9,2010,37,"k183",2010-09-14,256,3
106,2,2,2,2,1,1,0,0,0,0,0,"5",21,9,2010,38,"k183",2010-09-21,263,8
99,2,4,4,4,4,2,1,0,0,0,0,"5",28,9,2010,39,"k183",2010-09-28,270,19
101,2,5,5,5,5,4,2,0,0,0,0,"5",5,10,2010,40,"k183",2010-10-05,277,26
97,2,5,5,5,5,5,4,2,0,0,0,"5",12,10,2010,41,"k183",2010-10-12,284,31
100,2,5,5,5,5,5,5,3,0,0,0,"5",19,10,2010,42,"k183",2010-10-19,291,33
97,2,5,5,5,5,5,5,4,0,0,0,"5",26,10,2010,43,"k183",2010-10-26,298,34
97,2,5,5,5,5,5,5,5,1,0,0,"5",2,11,2010,44,"k183",2010-11-02,305,36
98,2,5,5,5,5,5,5,5,2,0,0,"5",9,11,2010,45,"k183",2010-11-09,312,37
105,2,5,5,5,5,5,5,5,3,0,0,"5",16,11,2010,46,"k183",2010-11-16,319,38
106,2,5,5,5,5,5,5,4,1,0,0,"5",23,11,2010,47,"k183",2010-11-23,326,35
103,2,5,5,5,5,5,5,5,5,2,0,"5",30,11,2010,48,"k183",2010-11-30,333,42
107,2,5,5,5,5,5,5,5,5,4,2,"5",14,12,2010,50,"k183",2010-12-14,347,46
106,2,5,5,5,5,5,5,5,5,5,3,"5",21,12,2010,51,"k183",2010-12-21,354,48
107,2,5,5,5,5,5,5,5,5,5,4,"5",28,12,2010,52,"k183",2010-12-28,361,49
108,2,0,0,0,0,0,0,0,0,0,0,"5",11,1,2011,2,"k183",2011-01-11,10,0
109,2,0,0,0,0,0,0,0,0,0,0,"5",18,1,2011,3,"k183",2011-01-18,17,0
109,2,0,0,0,0,0,0,0,0,0,0,"5",25,1,2011,4,"k183",2011-01-25,24,0
109,2,0,0,0,0,0,0,0,0,0,0,"5",1,2,2011,5,"k183",2011-02-01,31,0
112,2,0,0,0,0,0,0,0,0,0,0,"5",8,2,2011,6,"k183",2011-02-08,38,0
110,2,0,0,0,0,0,0,0,0,0,0,"5",15,2,2011,7,"k183",2011-02-15,45,0
105,2,0,0,0,0,0,0,0,0,0,0,"5",1,3,2011,9,"k183",2011-03-01,59,0
98,2,0,0,0,0,0,0,0,0,0,0,"5",8,3,2011,10,"k183",2011-03-08,66,0
98,2,0,0,0,0,0,0,0,0,0,0,"5",15,3,2011,11,"k183",2011-03-15,73,0
99,2,0,0,0,0,0,0,0,0,0,0,"5",22,3,2011,12,"k183",2011-03-22,80,0
98,2,0,0,0,0,0,0,0,0,0,0,"5",29,3,2011,13,"k183",2011-03-29,87,0
96,1,0,0,0,0,0,0,0,0,0,0,"5",5,4,2011,14,"k183",2011-04-05,94,0
93,2,0,0,0,0,0,0,0,0,0,0,"5",12,4,2011,15,"k183",2011-04-12,101,0
98,2,0,0,0,0,0,0,0,0,0,0,"5",18,4,2011,16,"k183",2011-04-18,107,0
97,2,0,0,0,0,0,0,0,0,0,0,"wu5",26,4,2011,17,"k183",2011-04-26,115,0
118,2,0,0,0,0,0,0,0,0,0,0,"5",3,5,2011,18,"k183",2011-05-03,122,0
147,2,0,0,0,0,0,0,0,0,0,0,"5",10,5,2011,19,"k183",2011-05-10,129,0
159,4,0,0,0,0,0,0,0,0,0,0,"5",17,5,2011,20,"k183",2011-05-17,136,0
161,2,0,0,0,0,0,0,0,0,0,0,"5",24,5,2011,21,"k183",2011-05-24,143,0
163,3,0,0,0,0,0,0,0,0,0,0,"5",31,5,2011,22,"k183",2011-05-31,150,0
147,4,0,0,0,0,0,0,0,0,0,0,"5",7,6,2011,23,"k183",2011-06-07,157,0
114,3,0,0,0,0,0,0,0,0,0,0,"5",14,6,2011,24,"k183",2011-06-14,164,0
109,5,0,0,0,0,0,0,0,0,0,0,"5",20,6,2011,25,"k183",2011-06-20,170,0
105,4,0,0,0,0,0,0,0,0,0,0,"5",27,6,2011,26,"k183",2011-06-27,177,0
102,4,0,0,0,0,0,0,0,0,0,0,"5",5,7,2011,27,"k183",2011-07-05,185,0
107,3,0,0,0,0,0,0,0,0,0,0,"5",12,7,2011,28,"k183",2011-07-12,192,0
121,3,0,0,0,0,0,0,0,0,0,0,"5",19,7,2011,29,"k183",2011-07-19,199,0
125,2,0,0,0,0,0,0,0,0,0,0,"5",26,7,2011,30,"k183",2011-07-26,206,0
124,3,0,0,0,0,0,0,0,0,0,0,"5",2,8,2011,31,"k183",2011-08-02,213,0
128,2,0,0,0,0,0,0,0,0,0,0,"5",9,8,2011,32,"k183",2011-08-09,220,0
134,3,0,0,0,0,0,0,0,0,0,0,"wu5",16,8,2011,33,"k183",2011-08-16,227,0
131,3,0,0,0,0,0,0,0,0,0,0,"wu5",23,8,2011,34,"k183",2011-08-23,234,0
121,3,0,0,0,0,0,0,0,0,0,0,"wu5",30,8,2011,35,"k183",2011-08-30,241,0
134,2,4,0,0,0,0,0,0,0,0,0,"wu5",6,9,2011,36,"k183",2011-09-06,248,4
129,3,1,1,1,0,0,0,0,0,0,0,"wu5",13,9,2011,37,"k183",2011-09-13,255,3
117,3,3,4,3,1,1,0,0,0,0,0,"wu5",20,9,2011,38,"k183",2011-09-20,262,12
109,3,5,5,5,3,2,1,0,0,0,0,"wu5",27,9,2011,39,"k183",2011-09-27,269,21
118,2,5,5,5,5,4,3,1,0,0,0,"wu5",4,10,2011,40,"k183",2011-10-04,276,28
99,2,5,5,5,5,5,4,2,0,0,0,"wu1",11,10,2011,41,"k183",2011-10-11,283,31
107,2,5,5,5,5,5,5,4,1,0,0,"wu1",11,10,2011,42,"k183",2011-10-11,283,35
113,2,5,5,5,5,5,5,5,4,2,1,"wu1",1,11,2011,44,"k183",2011-11-01,304,42
113,1,5,5,5,5,5,5,5,5,3,2,"8",8,11,2011,45,"k183",2011-11-08,311,45
115,1,5,5,5,5,5,5,5,5,4,3,"8",15,11,2011,46,"k183",2011-11-15,318,47
108,1,5,5,5,5,5,5,5,5,5,4,"8",22,11,2011,47,"k183",2011-11-22,325,49
107,1,5,5,5,5,5,5,5,5,5,5,"8",6,12,2011,49,"k183",2011-12-06,339,50
103,1,5,5,5,5,5,5,5,5,5,5,"8",20,12,2011,51,"k183",2011-12-20,353,50
106,1,5,5,5,5,5,5,5,5,5,5,"8",10,1,2012,2,"k183",2012-01-10,9,50
103,1,5,5,5,5,5,5,5,5,5,5,"8",31,1,2012,5,"k183",2012-01-31,30,50
99,1,5,5,5,5,5,5,5,5,5,5,"8",14,2,2012,7,"k183",2012-02-14,44,50
105,1,0,0,0,0,0,0,0,0,0,0,"8",28,2,2012,9,"k183",2012-02-28,58,0
102,1,0,0,0,0,0,0,0,0,0,0,"8",6,3,2012,10,"k183",2012-03-06,65,0
100,1,0,0,0,0,0,0,0,0,0,0,"8",12,3,2012,11,"k183",2012-03-12,71,0
96,1,0,0,0,0,0,0,0,0,0,0,"8",20,3,2012,12,"k183",2012-03-20,79,0
99,1,0,0,0,0,0,0,0,0,0,0,"8",3,4,2012,14,"k183",2012-04-03,93,0
112,1,0,0,0,0,0,0,0,0,0,0,"8",10,4,2012,15,"k183",2012-04-10,100,0
111,1,0,0,0,0,0,0,0,0,0,0,"8",17,4,2012,16,"k183",2012-04-17,107,0
107,1,0,0,0,0,0,0,0,0,0,0,"8",24,4,2012,17,"k183",2012-04-24,114,0
99,2,0,0,0,0,0,0,0,0,0,0,"8",1,5,2012,18,"k183",2012-05-01,121,0
132,4,0,0,0,0,0,0,0,0,0,0,"8",8,5,2012,19,"k183",2012-05-08,128,0
148,5,0,0,0,0,0,0,0,0,0,0,"8",15,5,2012,20,"k183",2012-05-15,135,0
155,4,0,0,0,0,0,0,0,0,0,0,"8",21,5,2012,21,"k183",2012-05-21,141,0
155,4,0,0,0,0,0,0,0,0,0,0,"8",29,5,2012,22,"k183",2012-05-29,149,0
157,4,0,0,0,0,0,0,0,0,0,0,"8",5,6,2012,23,"k183",2012-06-05,156,0
151,6,0,0,0,0,0,0,0,0,0,0,"8",12,6,2012,24,"k183",2012-06-12,163,0
122,4,0,0,0,0,0,0,0,0,0,0,"8",19,6,2012,25,"k183",2012-06-19,170,0
116,4,0,0,0,0,0,0,0,0,0,0,"8",26,6,2012,26,"k183",2012-06-26,177,0
100,4,0,0,0,0,0,0,0,0,0,0,"8",10,7,2012,28,"k183",2012-07-10,191,0
97,4,0,0,0,0,0,0,0,0,0,0,"7",17,7,2012,29,"k183",2012-07-17,198,0
101,4,0,0,0,0,0,0,0,0,0,0,"8",24,7,2012,30,"k183",2012-07-24,205,0
109,3,0,0,0,0,0,0,0,0,0,0,"6",27,7,2012,27,"k183",2012-07-27,208,0
95,4,0,0,0,0,0,0,0,0,0,0,"8",2,8,2012,31,"k183",2012-08-02,214,0
69,4,0,0,0,0,0,0,0,0,0,0,"8",7,8,2012,32,"k183",2012-08-07,219,0
